id,nombre,desc
DRNKBEE9,"Drink alcoholic beverage since last visit","Since your last study visit, did you drink any beer, wine, liquor, or mixed drinks?"
MENODEP9,"During menopause, depressed","Now I am going to read you some statements about some personal feelings that women your age may have. Please tell me whether you personally agree, you feel neutral or you disagree with them. Do you personally agree, feel neutral (have no opinion) or disagree?: During the menopause or the change of life I became, or expect to become, irritable or depressed."
IMEDCH19,"East Boston Memory Test I (EBMT) Immediate Recall: Children (1)","Is the following idea present: Children"
IMEDCH29,"East Boston Memory Test I (EBMT) Immediate Recall: Children (2)","Is the following idea present: Children"
IMEDCLM9,"East Boston Memory Test I (EBMT) Immediate Recall: Climb In","Is the following idea present: Climb In"
IMEDEVR9,"East Boston Memory Test I (EBMT) Immediate Recall: Everyone","Is the following idea present: Everyone"
IMEDFMN9,"East Boston Memory Test I (EBMT) Immediate Recall: Fireman","Is the following idea present: Fireman"
IMEDHOU9,"East Boston Memory Test I (EBMT) Immediate Recall: House","Is the following idea present: House"
IMEDINJ9,"East Boston Memory Test I (EBMT) Immediate Recall: Injuries","Is the following idea present: Injuries"
IMEDMIN9,"East Boston Memory Test I (EBMT) Immediate Recall: Minor","Is the following idea present: Minor"
IMEDFIR9,"East Boston Memory Test I (EBMT) Immediate Recall: On Fire","Is the following idea present: On Fire"
IMEDRES9,"East Boston Memory Test I (EBMT) Immediate Recall: Rescued","Is the following idea present: Rescued"
IMEDTHR9,"East Boston Memory Test I (EBMT) Immediate Recall: Three","Now I would like to ask you to try to remember a short story. First, I'm going to read you a short story and when I'm through, I'm going to wait a few seconds and then ask you to tell me as much as you can remember. The story is: Three children were alone at home and the house caught on fire. A brave fireman managed to climb in a back window and carry them to safety. Aside from minor cuts and bruises, all were well. Please tell me the story. Is the following idea present: Three"
TOTIDE19,"East Boston Memory Test I (EBMT) Immediate Recall: Total Ideas","Total ideas present"
IMEDWEL9,"East Boston Memory Test I (EBMT) Immediate Recall: Well","Is the following idea present: Well"
DLAYCH19,"East Boston Memory Test II (EBMT) Delayed Recall: Children (1)","Please recall the short story I read a few moments ago and tell me as much as you can remember of the story now. Is the following idea present: Children"
DLAYCH29,"East Boston Memory Test II (EBMT) Delayed Recall: Children (2)","Please recall the short story I read a few moments ago and tell me as much as you can remember of the story now. Is the following idea present: Children"
DLAYCLM9,"East Boston Memory Test II (EBMT) Delayed Recall: Climb In","Please recall the short story I read a few moments ago and tell me as much as you can remember of the story now. Is the following idea present: Climb In"
DLAYEVR9,"East Boston Memory Test II (EBMT) Delayed Recall: Everyone","Please recall the short story I read a few moments ago and tell me as much as you can remember of the story now. Is the following idea present: Everyone"
DLAYFMN9,"East Boston Memory Test II (EBMT) Delayed Recall: Fireman","Please recall the short story I read a few moments ago and tell me as much as you can remember of the story now. Is the following idea present: Fireman"
DLAYHOU9,"East Boston Memory Test II (EBMT) Delayed Recall: House","Please recall the short story I read a few moments ago and tell me as much as you can remember of the story now. Is the following idea present: House"
DLAYINJ9,"East Boston Memory Test II (EBMT) Delayed Recall: Injuries","Please recall the short story I read a few moments ago and tell me as much as you can remember of the story now. Is the following idea present: Injuries"
DLAYMIN9,"East Boston Memory Test II (EBMT) Delayed Recall: Minor","Please recall the short story I read a few moments ago and tell me as much as you can remember of the story now. Is the following idea present: Minor"
DLAYFIR9,"East Boston Memory Test II (EBMT) Delayed Recall: On Fire","Please recall the short story I read a few moments ago and tell me as much as you can remember of the story now. Is the following idea present: On Fire"
DLAYRES9,"East Boston Memory Test II (EBMT) Delayed Recall: Rescued","Please recall the short story I read a few moments ago and tell me as much as you can remember of the story now. Is the following idea present: Rescued"
DLAYTHR9,"East Boston Memory Test II (EBMT) Delayed Recall: Three","Please recall the short story I read a few moments ago and tell me as much as you can remember of the story now. Is the following idea present: Three"
TOTIDE29,"East Boston Memory Test II (EBMT) Delayed Recall: Total Ideas","Total ideas present"
DLAYWEL9,"East Boston Memory Test II (EBMT) Delayed Recall: Well","Please recall the short story I read a few moments ago and tell me as much as you can remember of the story now. Is the following idea present: Well"
EATDRIN9,"Eat/Drink in last 12 hours","If YES to BLDDRAW9: Have you had anything to eat or drink, other than water, in the last 12 hours? That is since (time) last night?"
EAT5HR9,"Eat/drink in last 5 hours","Have you had anything to eat or drink, apart from water, in the last 5 hours? That is, since (time) a.m. / p.m.?"
EMBDDEV9,"Embedded metal devices/pins/plates/staples","Do you have any embedded medical devices, metal pins or plates, clips or beads used to treat cancer, braces, staples from surgery or any other type of embedded metal?"
RELATEN9,"Ended relationship upsetting since last visit","Since your last study visit, have you experienced any of the following: Were separated or divorced or a long-term relationship ended? If you have, indicate how upsetting it was."
ABLATIN9,"Endometrial ablation since last visit","Since your last study visit, have you had any of the following surgeries or procedures? Did you have an endometrial ablation (a procedure to reduce or eliminate menstrual periods by partially or completely destroying the lining of the uterus)?"
ENDO9,"Endometriosis since last visit","Since your last study visit, have you had any of the following conditions? Endometriosis diagnosed by a physician (abnormal growths in lining of uterus)?"
ENJOY9,"Enjoyed life past week","During the past week: I enjoyed life"
ENTHPAN9,"Enthusiastic this week","Indicate in the space next to each item how strongly you have experienced these feelings this past week: Enthusiastic"
E2AVE9,"Estradiol (average, pg/mL)","Estradiol (average, pg/mL)"
ESTRDA19,"Estrogen #1 prescription daily or off & on","If YES to ESTRTW19: Does/Did your prescription have you take estrogen daily or on and off on a monthly cycle?"
ESTRDA29,"Estrogen #2 prescription daily or off & on","If YES to ESTRTW29: Does/Did your prescription have you take estrogen daily or on and off on a monthly cycle?"
ESTRNJ19,"Estrogen injection/patch #1","Since your last study visit, have you taken: Estrogen by injection or patch (such as Estraderm)?"
EINJTW19,"Estrogen injection/patch #1 taken 2 times/week for the last month","If YES to ESTRNJ19: Have you been taking it during the past month?"
ESTRNJ29,"Estrogen injection/patch #2","Since your last study visit, have you taken: Estrogen by injection or patch (such as Estraderm)?"
EINJTW29,"Estrogen injection/patch #2 taken 2 times/week for the last month","If YES to ESTRNJ29: Have you been taking it during the past month?"
ESTROG19,"Estrogen pills #1","Since your last study visit, have you taken: Estrogen pills (such as Premarin, Estrace, Ogen, etc)?"
ESTRTW19,"Estrogen pills #1 taken 2 times/week for the last month","If YES to ESTROG19: Have you been taking it during the past month?"
ESTROG29,"Estrogen pills #2","Since your last study visit, have you taken: Estrogen pills (such as Premarin, Estrace, Ogen, etc)?"
ESTRTW29,"Estrogen pills #2 taken 2 times/week for the last month","If YES to ESTROG29: Have you been taking it during the past month?"
EFPAIUI9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) A_IU, international units","EFP DDE A_IU, international units"
EFPACAR9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) AlphaCarotene, mcg","EFP DDE AlphaCarotene, mcg"
EFPANZN9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Animal Zinc, mg","EFP DDE Animal Zinc, mg"
EFPBCAR9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) BetaCarotene, mcg","EFP DDE BetaCarotene, mcg"
EFPCAFF9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Caffeine, mg","EFP DDE Caffeine, mg"
EFPCALC9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Calcium, mg","EFP DDE Calcium, mg"
EFPCARB9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Carbohydrates, gms","EFP DDE Carbohydrates, gms"
EFPCHOL9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Cholesterol, mg","EFP DDE Cholesterol, mg"
EFPCOPP9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Copper, mg","EFP DDE Copper, mg"
EFPCOUM9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Coumestrol, mcg","EFP DDE Coumestrol, mcg"
EFPCRYP9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Cryptoxanthin, mcg","EFP DDE Cryptoxanthin, mcg"
EFPDAID9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Daidzein, mcg","EFP DDE Daidzein, mcg"
EFPDFIB9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Dietary Fiber, gms","EFP DDE Dietary Fiber, gms"
EFPFAT9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Fat, gms","EFP DDE Fat, gms"
EFPBEAN9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Fiber from Beans","EFP DDE Fiber from Beans"
EFPGRAI9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Fiber from Grains","EFP DDE Fiber from Grains"
EFPFIBV9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Fiber from Vegetable/Fruit","EFP DDE Fiber from Veg/Fruit"
EFPDFE9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Folate DFE, mcg_DFE","EFP DDE Folate DFE, mcg_DFE"
EFPFOL9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Folate, mcg","EFP DDE Folate, mcg"
EFPGENI9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Genistein, mcg","EFP DDE Genistein, mcg"
EFPFE9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Iron, mg","EFP DDE Iron, mg"
EFPISOF9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Isoflavones, mg","EFP DDE Isoflavones, mg"
EFPKCAL9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Kilocalories (KCAL) - total caloric intake","EFP DDE KCAL - total caloric intake"
EFPLIN9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Linoleic Acid, gms","EFP DDE Linoleic Acid, gms"
EFPLUT9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Lutein, mcg","EFP DDE Lutein, mcg"
EFPLYC9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Lycopene, mcg","EFP DDE Lycopene, mcg"
EFPMG9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Magnesium, mg","EFP DDE Magnesium, mg"
EFPMANG9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Manganese, mg","EFP DDE Manganese, mg"
EFPNIAC9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Niacin, mg","EFP DDE Niacin, mg"
EFPOLEC9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Oleic Acid, gms","EFP DDE Oleic Acid, gms"
EFPOMEG9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Omega-3 FA, gms","EFP DDE Omega-3 FA, gms"
EFPPANT9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Pantothenic Acid, mg","EFP DDE Pantothenic Acid, mg"
EFPPHOS9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Phosphorus, mg","EFP DDE Phos, mg"
EFPPOTA9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Potassium, mg","EFP DDE Potassium, mg"
EFPPROA9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Pro-A Carotenes, mcg","EFP DDE Pro-A Carotenes, mcg"
EFPPROT9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Protein, gms","EFP DDE Protein, gms"
EFPQUER9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Quercetin, mg","EFP DDE Quercetin, mg"
EFPRET9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Retinol, mcg","EFP DDE Retinol, mcg"
EFPRIBO9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Riboflavin, mg","EFP DDE Riboflavin, mg"
EFPSFAT9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Saturated Fat, gms","EFP DDE Saturated Fat, gms"
EFPNA9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Sodium, mg","EFP DDE Sodium, mg"
EFPTRAN9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Trans Fatty Acid, gms","EFP DDE Trans Fatty Acid, gms"
EFPVITC9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Vitamin C, mg","EFP DDE Vitamin C, mg"
EFPVITD9,"Ethnic Foods Pages (EFP) Daily Dietary Estimate (DDE) Vitamin D, IU","EFP DDE Vitamin D, IU"
